6;Arcane Gate;Level 6 Beschwörung;1 Aktion;150 m;V, G;Konzentration, bis zu 10 min;Du erschaffst miteinander verbundene Teleportationsportale. Wähle zwei große, unbesetzte Stellen auf dem Boden, die du sehen kannst - eine Stelle in Reichweite und die andere in10 feetdeiner Nähe. An jeder dieser Stellen öffnet sich ein kreisförmiges Portal, das für die gesamte Dauer bestehen bleibt.<br><br>Die Portale sind zweidimensionale, leuchtende Ringe, die mit Nebel gefüllt sind, der die Sicht versperrt. Sie schweben wenige Zentimeter über dem Boden und stehen senkrecht dazu.<br><br>Ein Portal ist nur auf einer Seite offen (du entscheidest, auf welcher). Alles, was durch die offene Seite eines Portals eintritt, tritt durch die offene Seite des anderen Portals wieder aus, als ob die beiden nebeneinander lägen. Als Bonus Aktion kannst du die Ausrichtung der offenen Seiten ändern.;Zauberer, Hexenmeister, Magier;
6;Klingenbarriere;Level 6 Hervorrufung;1 Aktion;27 m;V, G;Konzentration, bis zu 10 min;"Du erschaffst eine Wand aus wirbelnden Klingen, die aus magischer Energie bestehen. Die Wand erscheint innerhalb der Reichweite und bleibt für die gesamte Dauer bestehen. Du erschaffst eine gerade Wand mit einer Länge von bis zu,20 feet100 feeteiner Höhe von bis zu und5 feeteiner Dicke von bis zu oder eine ringförmige Wand mit einem Durchmesser von60 feetbis zu,20 feeteiner Höhe von bis zu und5 feeteiner Dicke von bis zu. Die Wand bietet Dreiviertel-Deckung, und ihr Bereich gilt als schwieriges Gelände.<br><br>Jede Kreatur, die sich im Feld der Mauer befindet, muss einen Geschicklichkeitsrettungswurf durchführen; bei einem misslungenen Rettungswurf erleidet sie6d10Kraftschaden, bei einem erfolgreichen Rettungswurf nur die Hälfte dieses Schadens. Eine Kreatur muss diesen Rettungswurf auch durchführen, wenn sie das Feld der Mauer betritt oder ihren Zug dort beendet. Eine Kreatur darf diesen Rettungswurf nur einmal pro Zug durchführen.";Kleriker;
6;Kettenblitz;Level 6 Hervorrufung;1 Aktion;45 m;V, G, M;Unmittelbar;(drei silberne Stifte) Du schleuderst einen Blitz auf ein Ziel, das du innerhalb der Reichweite sehen kannst. Von diesem Ziel springen dann drei Blitze auf bis zu drei weitere Ziele deiner Wahl, die sich jeweils in30 feetReichweite des ersten Ziels befinden müssen. Ein Ziel kann eine Kreatur oder ein Gegenstand sein und darf nur von einem der Blitze getroffen werden.<br><br>Jedes Ziel führt einen DEX-Rettungswurf durch und erleidet bei einem 10d8misslungenen Rettungswurf Blitzschaden oder bei einem erfolgreichen Rettungswurf die Hälfte dieses Schadens.<br><br><b>Auf höheren Level gewirkt:</b>Für jede Zauberstufe über 6 springt ein zusätzlicher Blitz vom ersten Ziel zu einem anderen Ziel.;Zauberer, Magier;
6;Kreis des Todes;Level 6 Nekromantie;1 Aktion;45 m;V, G, M;Unmittelbar;(das Pulver einer zerkleinerten schwarzen Perle im Wert von über 500 Goldstücken) Negative Energie breitet sich in einer Kugel60-foot mit dem Radius von einem Punkt deiner Wahl innerhalb der Reichweite aus. Jede Kreatur in diesem Bereich muss einen Konstitutionsrettungswurf durchführen und erleidet bei einem 8d8misslungenen Rettungswurf nekrotischen Schaden oder bei einem erfolgreichen Rettungswurf die Hälfte dieses Schadens.<br><br><b>Auf höheren Level gewirkt:</b>Der Schaden erhöht sich um2d8 pro Zauberslot-Stufe über 6.;Zauberer, Hexenmeister, Magier;
6;Feen beschwören;Level 6 Beschwörung;1 Aktion;18 m;V, G;Konzentration, bis zu 10 min;"Du beschwörst einen mittelgroßen Geist aus dem Feenwild an einem freien Ort, den du innerhalb der Reichweite sehen kannst. Der Geist bleibt für die Dauer bestehen und sieht aus wie eine Feenwesenheit deiner Wahl. Wenn der Geist erscheint, kannst du einen Nahkampf-Zauberangriff gegen eine Kreatur in5 feet Reichweite von ihm ausführen. Bei einem Treffer erleidet das Ziel psychischen Schaden in Höhe von3d12 plus deinem Modifikator für die Zauberkunst, und das Ziel hat bis zum Beginn deines nächsten Zuges den Zustand „Verängstigt"", wobei sowohl du als auch der Geist die Quelle der Angst sind.<br><br>Als Bonus Aktion in deinen späteren Runden kannst du den Geist an ein freies Feld teleportieren, das du innerhalb30 feetvon vom verlassenen Feld aus sehen kannst, und den Angriff gegen eine Kreatur innerhalb5 feetvon davon ausführen.<br><br><b>Auf höheren Level gewirkt:</b>Der Schaden erhöht sich um1d12 pro Zauberslot-Stufe über 6.";Druide;
6;Notfall;Level 6 Bannmagie;10 min;Selbst;V, G, M;10 Tage;"(eine mit Edelsteinen besetzte Statuette von dir selbst im Wert von 1.500+ GP) Wähle einen Zauber der Stufe 5 oder niedriger, den du wirken kannst, der eine Wirkzeit von einer Aktion hat und auf dich selbst gerichtet werden kann. Du wirkst diesen Zauber - den sogenannten bedingten Zauber - als Teil des Wirkens von „Contingency"" und verbrauchst dabei Zauberplätze für beide, doch der bedingte Zauber tritt nicht in Kraft. Stattdessen wird er wirksam, wenn ein bestimmter Auslöser eintritt. Du beschreibst diesen Auslöser, wenn du die beiden Zauber wirkst. Ein mit „Water Breathing"" gewirkter „Contingency""-Zauber könnte beispielsweise vorsehen, dass „Water Breathing"" wirksam wird, wenn du von Wasser oder einer ähnlichen Flüssigkeit umspült wirst.<br><br>Der bedingte Zauber tritt unmittelbar nach dem ersten Auslösen des Auslösers in Kraft, unabhängig davon, ob du dies beabsichtigst oder nicht, und endet anschließend.<br><br>Der „Kontingenz""-Zauber wirkt nur auf dich, auch wenn er normalerweise auf andere gerichtet werden kann. Du kannst jeweils nur einen „Kontingenz""-Zauber wirken. Wenn du diesen Zauber erneut wirkst, endet die Wirkung eines anderen „Kontingenz""-Zaubers auf dich. Außerdem endet „Kontingenz"" auf dich, sobald sich seine materielle Komponente nicht mehr in deinem Besitz befindet.";Magier;
6;Untote erschaffen;Level 6 Nekromantie;1 min;3 m;V, G, M;Unmittelbar;"(ein schwarzer Onyxstein mit mindestens 150 GP pro Leiche) Du kannst diesen Zauber nur nachts wirken. Wähle bis zu drei Leichen von mittelgroßen oder kleinen Humanoiden innerhalb der Reichweite aus. Jede davon wird zu einem Ghul unter deiner Kontrolle (siehe Monsterhandbuch für die Werte).<br><br>Als Bonus Aktion in jedem deiner Züge kannst du jede Kreatur, die du mit diesem Zauber zum Leben erweckt hast, mental befehligen, sofern sich die Kreatur in120 feetdeiner Nähe befindet (wenn du mehrere Kreaturen kontrollierst, kannst du jede von ihnen gleichzeitig befehligen und ihnen denselben Befehl erteilen). Du entscheidest, welche Aktion die Kreatur ausführt und wohin sie sich in ihrem nächsten Zug bewegt, oder du kannst einen allgemeinen Befehl erteilen, beispielsweise einen bestimmten Ort zu bewachen. Wenn du keine Befehle erteilst, führt die Kreatur die Aktion „Ausweichen"" aus und bewegt sich nur, um Schaden zu vermeiden. Sobald ein Befehl erteilt wurde, befolgt die Kreatur diesen so lange, bis ihre Aufgabe erfüllt ist.<br><br>Die Kreatur steht 24 Stunden lang unter deiner Kontrolle; danach befolgt sie keine deiner Befehle mehr. Um die Kontrolle über die Kreatur für weitere 24 Stunden aufrechtzuerhalten, musst du diesen Zauber auf die Kreatur wirken, bevor der aktuelle 24-Stunden-Zeitraum endet. Durch diese Anwendung des Zaubers erlangst du erneut die Kontrolle über bis zu drei Kreaturen, die du mit diesem Zauber zum Leben erweckt hast, anstatt neue zu beleben.<br><br><b>Auf höheren Level gewirkt:</b>Wenn du einen Zauberslot der Stufe 7 verwendest, kannst du vier Ghule beleben oder die Kontrolle über sie zurückgewinnen. Wenn du einen Zauberslot der Stufe 8 verwendest, kannst du fünf Ghule oder zwei Ghaste bzw. Wichte beleben oder die Kontrolle über sie zurückgewinnen. Wenn du einen Zauberslot der Stufe 9 verwendest, kannst du sechs Ghule, drei Ghaste bzw. Wichte oder zwei Mumien beleben oder die Kontrolle über sie zurückgewinnen. Die entsprechenden Charakterdaten findest du im Monsterhandbuch.";Kleriker, Hexenmeister, Magier;
6;Zersetzen;Level 6 Verwandlungsmagie;1 Aktion;18 m;V, G, M;Unmittelbar;"(ein Magnetstein und Staub) Du schießt einen grünen Strahl auf ein Ziel, das du innerhalb der Reichweite sehen kannst. Das Ziel kann eine Kreatur, ein nichtmagischer Gegenstand oder eine Schöpfung magischer Kraft sein, wie beispielsweise die durch „Kraftwand"" erzeugte Wand.<br><br>Ein von diesem Zauber getroffenes Wesen muss einen Geschicklichkeitsrettungswurf durchführen. Bei einem misslungenen Rettungswurf erleidet das Ziel10d6 + 40 Kraftschaden. Wenn dieser Schaden seine TP auf 0 reduziert, werden es selbst sowie alle nichtmagischen Gegenstände, die es trägt oder bei sich hat, zu grauem Staub zerfallen. Das Ziel kann nur durch den Zauber „Wahre Auferstehung"" oder „Wunsch"" wiederbelebt werden.<br><br>Dieser Zauber lässt einen nichtmagischen Gegenstand der Größe „Groß"" oder kleiner oder ein durch magische Kraft erschaffenes Objekt automatisch zerfallen. Ist ein solches Ziel der Größe „Riesig"" oder größer, lässt dieser Zauber einen 3 m-Cube-Teil davon zerfallen.<br><br><b>Auf höheren Level gewirkt:</b>Der Schaden erhöht sich um3d6 pro Zauberslot-Stufe über 6.";Zauberer, Magier;
6;Drawmijs Sofortbeschwörung;Level 6 Beschwörung;1 min oder Ritual;Berührung;V, G, M;Bis Zauber gebannt wird;(ein Saphir im Wert von über 1.000 Goldstücken) Du berührst den Saphir, der für den Zauber verwendet wird, sowie einen Gegenstand, der höchstens 10 Pfund wiegt und dessen längste Seite höchstens 6 feetmisst. Der Zauber hinterlässt eine unsichtbare Markierung auf diesem Gegenstand und prägt den Namen des Gegenstands unsichtbar in den Saphir ein. Jedes Mal, wenn du diesen Zauber wirkst, musst du einen anderen Saphir verwenden.<br><br>Anschließend kannst du eine magische Aktion ausführen, um den Namen des Objekts auszusprechen und den Saphir zu zerdrücken. Das Objekt erscheint augenblicklich in deiner Hand, unabhängig von physischen Entfernungen oder Entfernungen zwischen den Ebenen, und der Zauber endet.<br><br>Wenn eine andere Kreatur den Gegenstand in der Hand hält oder bei sich trägt, wird er durch das Zerdrücken des Saphirs nicht transportiert, sondern du erfährst stattdessen, um welche Kreatur es sich handelt und wo sie sich gerade befindet.;Magier;
6;Es hat gebissen;Level 6 Nekromantie;1 Aktion;Selbst;V, G;Konzentration, bis zu 1 min;"Für die Dauer verwandeln sich deine Augen in eine pechschwarze Leere. Ein Wesen deiner Wahl in60 feetdeiner Nähe, das du sehen kannst, muss einen WIS-Rettungswurf bestehen oder wird für die Dauer von einem der folgenden Effekte deiner Wahl betroffen.<br><br>In jedem deiner Spielzüge, bis der Zauber endet, kannst du eine magische Aktion ausführen, um eine andere Kreatur als Ziel zu wählen; du kannst jedoch keine Kreatur erneut als Ziel wählen, wenn diese einen Rettungswurf gegen diese Zauberwirkung bestanden hat.<br><br>Schläft. Das Ziel befindet sich im Zustand „Bewusstlos"". Es wacht auf, wenn es Schaden erleidet oder wenn eine andere Kreatur eine Aktion ausführt, um es wachzurütteln.<br><br>In Panik. Das Ziel befindet sich im Zustand „Verängstigt"". In jedem seiner Züge muss das verängstigte Ziel die Aktion „Sprint"" ausführen und sich auf dem sichersten und kürzesten Weg von dir entfernen. Wenn sich das Ziel auf ein Feld entfernt, das mindestens von dir 60 feetentfernt ist und von dem aus es dich nicht sehen kann, endet dieser Effekt.<br><br>Vergiftet. Das Ziel befindet sich im Zustand „Vergiftet"".";Barde, Zauberer, Hexenmeister, Magier;
6;Finde den Weg;Level 6 Erkenntnismagie;1 min;Selbst;V, G, M;Konzentration, bis zu 1 Tag;"(ein Satz Wahrsagewerkzeuge - wie Karten oder Runen - im Wert von mindestens 100 Goldstücken) Du spürst auf magische Weise den direktesten Weg zu einem Ort, den du nennst. Du musst mit diesem Ort vertraut sein, und der Zauber schlägt fehl, wenn du ein Ziel in einer anderen Existenzebene, ein sich bewegendes Ziel (wie eine mobile Festung) oder ein unbestimmtes Ziel (wie „die Höhle eines grünen Drachen"") nennst.<br><br>Solange du dich auf derselben Existenzebene wie dein Ziel befindest, weißt du, wie weit es entfernt ist und in welcher Richtung es liegt. Wann immer du auf dem Weg dorthin vor einer Weggabelung stehst, weißt du, welcher Weg der direkteste ist.";Barde, Kleriker, Druide;
6;Fleisch zu Stein;Level 6 Verwandlungsmagie;1 Aktion;18 m;V, G, M;Konzentration, bis zu 1 min;"(eine Basiliskenfeder) Du versuchst, eine Kreatur, die du in Reichweite sehen kannst, in Stein zu verwandeln. Das Ziel führt einen Konstitutionsrettungswurf durch. Bei einem misslungenen Rettungswurf erhält es für die Dauer den Zustand „Gefesselt"". Bei einem erfolgreichen Rettungswurf beträgt seine Bewegungsgeschwindigkeit bis zum Beginn deines nächsten Zuges 0. Konstrukte bestehen den Rettungswurf automatisch.<br><br>Ein gefesseltes Ziel führt am Ende jedes seiner Züge einen weiteren Konstitutionsrettungswurf durch. Wenn es diesen Zauber dreimal erfolgreich abwehrt, endet der Zauber. Wenn es dreimal scheitert, wird es zu Stein verwandelt und erhält für die Dauer des Zaubers den Zustand „versteinert"". Die Erfolge und Misserfolge müssen nicht aufeinanderfolgen; notiere dir beide, bis das Ziel insgesamt drei davon erreicht hat.<br><br>Wenn du deine Konzentration auf diesen Zauber während der gesamten möglichen Dauer aufrechterhältst, ist das Ziel versteinert, bis dieser Zustand durch „Große Wiederherstellung"" oder ähnliche Magie aufgehoben wird.";Druide, Zauberer, Magier;
6;Verbot;Level 6 Bannmagie;10 Minuten oder Ritual;Berührung;V, G, M;1 Tag;"(Rubinstaub im Wert von 1.000+ GP) Du errichtest einen Schutzzauber gegen magische Fortbewegung, der eine Fläche von bis zu 40.000 Quadratfuß bis zu einer Höhe von30 feet über dem Boden schützt. Während der Wirkungsdauer können sich Wesen nicht in den Bereich teleportieren oder Portale, wie sie beispielsweise durch den Zauber „Tor"" erschaffen werden, nutzen, um den Bereich zu betreten. Der Zauber schützt den Bereich vor Reisen zwischen den Ebenen und verhindert somit, dass Kreaturen über die Astralebene, die Ätherische Ebene, das Feywild, das Schattenfell oder den Zauber „Ebenenwechsel"" in den Bereich gelangen.<br><br>Außerdem fügt der Zauber den Kreaturentypen Schaden zu, die du beim Wirken des Zaubers auswählst. Wähle einen oder mehrere der folgenden Typen aus: Aberrationen, Himmlische, Elementare, Feen, Dämonen und Untote. Wenn eine Kreatur eines ausgewählten Typs in einem Zug zum ersten Mal den Wirkungsbereich des Zaubers betritt oder ihren Zug dort beendet, erleidet sie5d10 Strahlungs- oder Nekrotischen Schaden (du entscheidest beim Wirken des Zaubers).<br><br>Du kannst beim Wirken des Zaubers ein Passwort festlegen. Eine Kreatur, die das Passwort beim Betreten des Bereichs ausspricht, erleidet durch den Zauber keinen Schaden.<br><br>Der Wirkungsbereich des Zaubers darf sich nicht mit dem Wirkungsbereich eines anderen „Verbot""-Zaubers überschneiden. Wenn du „Verbot"" 30 Tage lang täglich am selben Ort wirkst, hält der Zauber so lange an, bis er gebannt wird, und die materiellen Komponenten werden beim letzten Wirken verbraucht.";Kleriker;
6;Kugel der Unverwundbarkeit;Level 6 Bannmagie;1 Aktion;Selbst;V, G, M;Konzentration, bis zu 1 min;(eine Glasperle) Eine unbewegliche, schimmernde Barriere erscheint in einer10-footEmanation um dich herum und bleibt für die gesamte Dauer bestehen.<br><br>Jeder Zauber der Stufe 5 oder niedriger, der von außerhalb der Barriere gewirkt wird, kann nichts innerhalb der Barriere beeinflussen. Ein solcher Zauber kann zwar auf Kreaturen und Gegenstände innerhalb der Barriere gerichtet sein, hat jedoch keine Wirkung auf diese. Ebenso ist der Bereich innerhalb der Barriere von den Wirkungsbereichen solcher Zauber ausgeschlossen.<br><br><b>Auf höheren Level gewirkt:</b>Die Barriere blockiert Zauber, deren Stufe um jeweils eine Stufe höher ist, je nach Zauberslot-Stufe über 6.;Zauberer, Magier;
6;Wachen und Schutzmaßnahmen;Level 6 Bannmagie;1 h;Berührung;V, G, M;24 h;"(ein silberner Stab im Wert von 10+ GP) Du erschaffst einen Schutzzauber, der eine Fläche von bis zu 2.500 Quadratfuß schützt. Der geschützte Bereich kann bis zu20 feet hoch sein, und du gestaltest ihn als ein50-foot Quadrat, hundert 5-footaneinandergrenzende Quadrate oder fünfundzwanzig 10-footaneinandergrenzende Quadrate.<br><br>Wenn du diesen Zauber wirkst, kannst du Personen benennen, die von den Auswirkungen des Zaubers nicht betroffen sind. Du kannst auch ein Passwort festlegen, das, wenn es innerhalb5 feetdes geschützten Bereichs laut ausgesprochen wird, den Sprecher immun gegen dessen Auswirkungen macht.<br><br>Der Zauber erzeugt innerhalb des geschützten Bereichs die unten aufgeführten Effekte. „Magie bannen"" hat keine Wirkung auf „Wachen und Schutzzauber"" selbst, aber jeder der folgenden Effekte kann gebannt werden. Werden alle vier gebannt, endet „Wachen und Schutzzauber"". Wenn du den Zauber 365 Tage lang täglich auf denselben Bereich wirkst, hält der Zauber danach so lange an, bis alle seine Effekte gebannt sind.<br><br>Gänge. Nebel füllt alle bewachten Gänge und macht sie dadurch stark verdeckt. Außerdem besteht an jeder Kreuzung oder Abzweigung, an der eine Richtungswahl möglich ist, eine Wahrscheinlichkeit von 50 Prozent, dass eine andere Kreatur als du glaubt, in die entgegengesetzte Richtung zu gehen, als sie tatsächlich wählt.<br><br>Türen. Alle Türen im abgesicherten Bereich sind magisch verschlossen, als wären sie durch den Zauber „Arkanes Schloss"" versiegelt. Außerdem kannst du bis zu zehn Türen mit einer Illusion verhüllen, sodass sie wie gewöhnliche Wandabschnitte aussehen.<br><br>Treppen. Wie beim Zauber „Spinnennetz"" bedecken Spinnweben alle Treppen im geschützten Bereich von oben bis unten. Diese Fäden wachsen innerhalb von 10 Minuten nach, wenn sie zerstört werden, solange „Wachen und Schutzzauber"" wirkt.<br><br>Anderer Zaubereffekt. Platziere einen der folgenden magischen Effekte innerhalb des geschützten Bereichs:<br><br>„Tanzende Lichter"" in vier Gängen, mit einem einfachen Programm, das die Lichter so lange wiederholen, wie „Wachen und Schutzzauber"" wirkt; „Magischer Mund"" an zwei Stellen; „Stinkende Wolke"" an zwei Stellen (die Dämpfe kehren innerhalb von 10 Minuten zurück, wenn sie während der Wirkungsdauer von „Wachen und Schutzzauber"" zerstreut werden); „Windstoß"" in einem Gang oder Raum (der Wind weht ununterbrochen, solange der Zauber wirkt); „Suggestion"" auf einem5-footFeld; jede Kreatur, die dieses Feld betritt, wird mental beeinflusst";Barde, Magier;
